rank,school_district_geoid,school_district_name,school_district_type,county,beds_code,ida_names,num_projects,unique_beneficiaries,total_school_exemption,total_school_pilot_due,total_school_pilot_made,total_school_revenue_lost,annual_school_revenue_lost,pilot_shortfall,total_levy,enrollment,per_pupil_spending,total_budget,true_value_rate,exemption_pct_of_levy,per_pupil_impact,annual_per_pupil_impact,pct_per_pupil_spending,num_donor_beneficiaries,total_donated_from_district,donor_rate,top_beneficiary,top_beneficiary_loss,top_beneficiary_donated,earliest_project,latest_project,st3_matched,flag_high_impact,flag_high_per_pupil,flag_donor_connected,headline
430,3612660,Green Island Union Free School District,unified,001,010701,Green Island Industrial Development Agency,5,1,50407.0,50407.0,50407.0,0.0,0.0,0.0,3861962.0,278.0,27249.69,7575413.0,0.0,0.0,0.0,0.0,0.0,1,6822.0,100.0,GREEN ISLAND PROPERTIES,0.0,6822.0,12/16/2015,12/16/2015,Yes,No,No,No,"Green Island Union Free School District lost $0 in school property taxes because 5 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $6,822 to political campaigns while receiving the exemption."
431,3631590,Windham-Ashland-Jewett Central School District,unified,039,191401,Greene County Industrial Development Agency,6,3,51718.0,59244.0,59244.0,0.0,0.0,0.0,10853352.0,312.0,42500.81,13260253.0,0.0,0.0,0.0,0.0,0.0,2,4994.0,66.67,WINDHAM MOUNTAIN PARTNERS,0.0,2500.0,03/22/2018,11/18/2021,Yes,No,No,No,"Windham-Ashland-Jewett Central School District lost $0 in school property taxes because 6 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $2,500 to political campaigns while receiving the exemption."
432,3613080,Guilderland Central School District,unified,001,010802,Guilderland Industrial Development Agency,32,6,0.0,0.0,0.0,0.0,0.0,0.0,78218651.0,4855.0,22633.95,109887845.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,MILL HOLLOW TWO,0.0,0.0,03/11/2019,10/11/2017,Yes,No,No,No,Guilderland Central School District lost $0 in school property taxes because 32 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
433,3601087,Central Valley School District,unified,043,212101,Herkimer Industrial Development Agency,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8725000.0,2185.0,23988.45,52414760.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,REMINGTON STEAM,0.0,0.0,04/05/2006,04/05/2006,Yes,No,No,No,Central Valley School District lost $0 in school property taxes because 1 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
434,3600001,Dolgeville Central School District,unified,043,211003,Herkimer Industrial Development Agency,2,1,0.0,0.0,0.0,0.0,0.0,0.0,5121020.0,790.0,24549.46,19394076.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,SUNEAST FLAT HILL SOLAR C O CORDELIO POWER,0.0,0.0,03/28/2023,03/28/2023,Yes,No,No,No,Dolgeville Central School District lost $0 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
435,3604370,Belleville Henderson Central School District,unified,045,220909,Jefferson Industrial Development Agency,7,2,0.0,17817.03,17817.03,0.0,0.0,0.0,5081996.0,497.0,23478.44,11668784.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,BRENNANS BAY,0.0,0.0,04/07/2022,06/03/2021,Yes,No,No,No,Belleville Henderson Central School District lost $0 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
436,3615300,Indian River Central School District,unified,045,220301,Jefferson Industrial Development Agency,8,2,5418.82,7929.39,7929.39,0.0,0.0,0.0,2615900.0,3699.0,24882.27,92039518.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,LERAY JACKSON SOLAR,0.0,0.0,05/06/2021,05/06/2021,Yes,No,No,No,Indian River Central School District lost $0 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
437,3617880,Lyme Central School District,unified,045,221301,Jefferson Industrial Development Agency,2,1,0.0,0.0,0.0,0.0,0.0,0.0,4252735.0,347.0,25857.03,8972391.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,THREE MILE BAY VENTURES,0.0,0.0,10/06/2022,10/06/2022,Yes,No,No,No,Lyme Central School District lost $0 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
438,3619920,Morrisville-Eaton Central School District,unified,053,471201,Madison County Industrial Development Agency,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3216447.0,320.0,31764.48,10164634.0,0.0,0.0,0.0,0.0,0.0,1,500.0,100.0,CROUSE COMMUNITY CENTER,0.0,500.0,06/07/2002,06/07/2002,Yes,No,No,No,Morrisville-Eaton Central School District lost $0 in school property taxes because 1 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $500 to political campaigns while receiving the exemption.
439,3623310,Pleasantville Union Free School District,unified,119,660809,Mount Pleasant Industrial Development Agency,7,2,52569.07,52569.07,52569.07,0.0,0.0,0.0,39242611.0,1603.0,36002.8,57712488.0,0.0,0.0,0.0,0.0,0.0,1,13100.0,50.0,TIBERIUS ASSOCIATES,0.0,13100.0,05/07/2020,11/01/2015,Yes,No,No,Yes,"Pleasantville Union Free School District lost $0 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $13,100 to political campaigns while receiving the exemption."
440,3620160,Mount Pleasant Central School District,unified,119,,Mount Pleasant Industrial Development Agency,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,225.0,25.0,SHDG MT PLEASANT,0.0,0.0,04/21/2021,12/16/2019,No,No,No,No,Mount Pleasant Central School District lost $0 in school property taxes because 13 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
441,3629400,Valhalla Union Free School District,unified,119,660805,Mount Pleasant Industrial Development Agency|Westchester County Industrial Development Agency,11,2,0.0,0.0,0.0,0.0,0.0,0.0,45516048.0,1379.0,39794.1,54876065.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,THE VAULT WESTCHESTER,0.0,0.0,05/08/1998,09/01/2019,Yes,No,No,No,Valhalla Union Free School District lost $0 in school property taxes because 11 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
442,3622290,Oyster Bay-East Norwich Central School District,unified,059,280506,Nassau County Industrial Development Agency,1,1,0.0,0.0,0.0,0.0,0.0,0.0,55523620.0,1421.0,43706.7,62107217.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,HARMONY HEIGHTS,0.0,0.0,06/17/2002,06/17/2002,Yes,No,No,No,Oyster Bay-East Norwich Central School District lost $0 in school property taxes because 1 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
443,3620400,New Hyde Park-Garden City Park Union Free School District,elementary,059,280405,Nassau County Industrial Development Agency,1,1,116201.91,116201.91,116201.91,0.0,0.0,0.0,33477721.0,1556.0,28659.32,44593905.0,0.0,0.0,0.0,0.0,0.0,1,2000.0,100.0,ALEXANDER INFUSION,0.0,2000.0,10/14/2005,10/14/2005,Yes,No,No,No,"New Hyde Park-Garden City Park Union Free School District lost $0 in school property taxes because 1 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $2,000 to political campaigns while receiving the exemption."
444,3629850,Wantagh Union Free School District,unified,059,280223,Nassau County Industrial Development Agency,6,1,0.0,0.0,0.0,0.0,0.0,0.0,63641702.0,2828.0,30050.07,84981612.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,P L U S GROUP HOME,0.0,0.0,12/17/2007,12/17/2007,Yes,No,No,No,Wantagh Union Free School District lost $0 in school property taxes because 6 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
445,3618270,Manhasset Union Free School District,unified,059,280406,Nassau County Industrial Development Agency,9,2,0.0,0.0,0.0,0.0,0.0,0.0,94341649.0,3029.0,34531.85,104596962.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NHHA SPINNEY HLL HOMES,0.0,0.0,07/29/2008,10/22/2012,Yes,No,No,No,Manhasset Union Free School District lost $0 in school property taxes because 9 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
446,3608010,Cold Spring Harbor Central School District,unified,103,580402,Nassau County Industrial Development Agency|Suffolk County Industrial Development Agency,16,2,0.0,0.0,0.0,0.0,0.0,0.0,67565094.0,1594.0,46060.49,73420423.0,0.0,0.0,0.0,0.0,0.0,1,85.0,50.0,COLD SPRING HARBOR LAB,0.0,85.0,03/11/1999,09/24/2003,Yes,No,No,No,Cold Spring Harbor Central School District lost $0 in school property taxes because 16 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $85 to political campaigns while receiving the exemption.
447,3615990,Jordan-Elbridge Central School District,unified,067,420501,Onondaga County Industrial Development Agency,7,2,51682.0,63889.0,63889.0,0.0,0.0,0.0,12847000.0,1106.0,31626.13,34978500.0,0.0,0.0,0.0,0.0,0.0,2,7074.0,100.0,ALLRED ASSOCIATES,0.0,300.0,09/09/2009,10/12/2006,Yes,No,No,No,Jordan-Elbridge Central School District lost $0 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $300 to political campaigns while receiving the exemption.
448,3618480,Marcellus Central School District,unified,067,421101,Onondaga County Industrial Development Agency,8,1,0.0,0.0,0.0,0.0,0.0,0.0,20977942.0,1396.0,27915.47,38970001.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,MARCELLUS FREE LIBRARY,0.0,0.0,05/10/2007,05/10/2007,Yes,No,No,No,Marcellus Central School District lost $0 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
449,3607320,Westhill Central School District,unified,067,420701,Onondaga County Industrial Development Agency,8,1,0.0,0.0,0.0,0.0,0.0,0.0,23127966.0,1729.0,25534.99,44149992.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,ONONDAGA FREE LIBRARY,0.0,0.0,12/13/2007,12/13/2007,Yes,No,No,No,Westhill Central School District lost $0 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
450,3624270,Manchester-Shortsville Central School District,unified,069,431101,Ontario County Industrial Development Agency,1,1,11307.28,14197.75,14197.75,0.0,0.0,0.0,7815804.0,793.0,27248.18,21607803.0,0.0,0.0,0.0,0.0,0.0,1,1700.0,100.0,BOX 29,0.0,1700.0,04/11/2011,04/11/2011,Yes,No,No,No,"Manchester-Shortsville Central School District lost $0 in school property taxes because 1 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $1,700 to political campaigns while receiving the exemption."
451,3629190,Tuxedo Union Free School District,unified,071,441903,Orange County Industrial Development Agency,13,2,0.0,0.0,0.0,0.0,0.0,0.0,12063121.0,229.0,60969.63,13962045.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,INTERNATIONAL BUSINESS MACHINES CORPRORATION,0.0,0.0,01/01/1999,02/12/2015,Yes,No,No,No,Tuxedo Union Free School District lost $0 in school property taxes because 13 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
452,3605520,Brunswick Central School District (Brittonkill),unified,083,490202,Rensselaer County Industrial Development Agency,5,1,0.0,0.0,0.0,0.0,0.0,0.0,14225521.0,1123.0,24192.77,27168482.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,VALUSPACE TROY,0.0,0.0,09/14/2017,09/14/2017,Yes,No,No,No,Brunswick Central School District (Brittonkill) lost $0 in school property taxes because 5 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
453,3614760,Hoosick Falls Central School District,unified,083,490501,Rensselaer County Industrial Development Agency,3,1,0.0,0.0,0.0,0.0,0.0,0.0,9977511.0,1041.0,24350.56,25348933.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,HOOSICK FALLS HEALTH CENTER,0.0,0.0,04/21/1999,04/21/1999,Yes,No,No,No,Hoosick Falls Central School District lost $0 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
454,3627450,South Orangetown Central School District,unified,087,500301,Rockland County Industrial Development Agency,27,4,0.0,0.0,0.0,0.0,0.0,0.0,85990120.0,2774.0,36609.54,101554865.0,0.0,0.0,0.0,0.0,0.0,1,1350.0,25.0,UOVO KINGS HIGHWAY,0.0,0.0,02/17/2022,10/05/2020,Yes,No,No,No,South Orangetown Central School District lost $0 in school property taxes because 27 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
455,3625980,Schalmont Central School District,unified,093,530501,Schenectady County Industrial Development Agency,7,3,48227.43,237562.32,237562.32,0.0,0.0,0.0,29973572.0,1781.0,30038.18,53497990.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,OPUS 51,0.0,0.0,06/30/2004,11/01/2019,Yes,No,No,No,Schalmont Central School District lost $0 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
456,3622440,Parishville-Hopkinton Central School District,unified,089,512501,St. Lawrence County Industrial Development Agency,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4282178.0,320.0,40354.64,12913484.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,HIGH PEAKS WINERY,0.0,0.0,04/25/2012,04/25/2012,Yes,No,No,No,Parishville-Hopkinton Central School District lost $0 in school property taxes because 1 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
457,3608100,Colton-Pierrepont Central School District,unified,089,510501,St. Lawrence County Industrial Development Agency,2,1,0.0,0.0,0.0,0.0,0.0,0.0,8043159.0,373.0,30957.51,11547150.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NORTHEASTERN SIGN CORPORATION,0.0,0.0,12/20/2023,12/20/2023,Yes,No,No,No,Colton-Pierrepont Central School District lost $0 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
458,3627620,Southold Union Free School District,unified,103,581005,Suffolk County Industrial Development Agency,1,1,0.0,0.0,0.0,0.0,0.0,0.0,28588000.0,703.0,45810.81,32205000.0,0.0,0.0,0.0,0.0,0.0,1,600.0,100.0,SEA TOW SERVICES INTERNATIONAL,0.0,600.0,09/04/2003,09/04/2003,Yes,No,No,No,Southold Union Free School District lost $0 in school property taxes because 1 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $600 to political campaigns while receiving the exemption.
459,3631020,Westhampton Beach Union Free School District,unified,103,580902,Suffolk County Industrial Development Agency,9,2,0.0,0.0,0.0,0.0,0.0,0.0,32849387.0,1788.0,34420.75,61544294.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,WESTHAMPTON FREE LIBRARY,0.0,0.0,01/25/2024,10/25/2007,Yes,No,No,No,Westhampton Beach Union Free School District lost $0 in school property taxes because 9 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
460,3613530,Hampton Bays Union Free School District,unified,103,580905,Suffolk County Industrial Development Agency,3,1,0.0,0.0,0.0,0.0,0.0,0.0,47124320.0,2050.0,29056.11,59565029.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,HAMPTON BAY LIBRARY,0.0,0.0,08/26/1999,08/26/1999,Yes,No,No,No,Hampton Bays Union Free School District lost $0 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
461,3629760,Wainscott Common School District,unified,103,580302,Suffolk County Industrial Development Agency,6,1,0.0,0.0,0.0,0.0,0.0,0.0,3394568.0,105.0,39310.17,4127568.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,HTO EAST HAMPTON DISTRIBUTOR,0.0,0.0,11/15/2018,11/15/2018,Yes,No,No,No,Wainscott Common School District lost $0 in school property taxes because 6 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
462,3621270,Northport-East Northport Union Free School District,unified,103,580404,Suffolk County Industrial Development Agency,5,1,4618.0,4618.0,4618.0,0.0,0.0,0.0,150628324.0,4511.0,39427.2,177856084.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,225 NORTHPORT HOTEL,0.0,0.0,02/28/2019,02/28/2019,Yes,No,No,No,Northport-East Northport Union Free School District lost $0 in school property taxes because 5 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
463,3628980,Trumansburg Central School District,unified,109,611001,Tompkins County Industrial Development Agency,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12537918.0,970.0,31135.05,30201002.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,ONYX BLACK OAK WIND,0.0,0.0,02/12/2015,02/12/2015,Yes,No,No,No,Trumansburg Central School District lost $0 in school property taxes because 1 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
464,3620460,New Paltz Central School District,unified,111,621101,Ulster County Industrial Development Agency,22,3,0.0,0.0,0.0,0.0,0.0,0.0,47041024.0,1794.0,38461.03,68999093.0,0.0,0.0,0.0,0.0,0.0,3,66169.31,100.0,BARBARA SIDES,0.0,1157.0,01/01/2008,10/28/1998,Yes,No,No,Yes,"New Paltz Central School District lost $0 in school property taxes because 22 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $1,157 to political campaigns while receiving the exemption."
465,3631980,Yorktown Central School District,unified,119,662402,Westchester County Industrial Development Agency,10,3,42490.0,42490.0,42490.0,0.0,0.0,0.0,82503533.0,3363.0,32353.55,108805000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,CATHARINE FIELD HOME,0.0,0.0,06/21/2007,11/08/2001,Yes,No,No,No,Yorktown Central School District lost $0 in school property taxes because 10 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
466,3631260,White Plains City School District,unified,119,662200,Westchester County Industrial Development Agency,153,32,24041531.0,24041633.0,24041533.0,0.0,0.0,100.0,197235072.0,6756.0,36241.36,244846646.0,0.0,0.0,0.0,0.0,0.0,7,315685.06,21.88,BLOOMINGDALE ROAD INVESTORS,0.0,0.0,01/15/2015,12/08/2016,Yes,No,No,Yes,White Plains City School District lost $0 in school property taxes because 153 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
467,3614190,Hendrick Hudson Central School District,unified,119,660203,Westchester County Industrial Development Agency,4,1,0.0,0.0,0.0,0.0,0.0,0.0,50005677.0,2105.0,41156.44,86634308.0,0.0,0.0,0.0,0.0,0.0,1,25980.0,100.0,LAFARGE NORTH AMERICA,0.0,25980.0,06/14/2005,06/14/2005,Yes,No,No,Yes,"Hendrick Hudson Central School District lost $0 in school property taxes because 4 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $25,980 to political campaigns while receiving the exemption."
